Applicant ID,School Name,GPA,Degree,Location,Gender,Veteran status,Work authorization,Disability,Ethnicity,Role 1,Start 1,End 1,Role 2,Start 2,End 2,Role 3,Start 3,End 3
80,Providence School,3.1,Bachelors,Boston,F,0,1,N/A,1,Teaching Assistant,11/16,6/22,Junior SWE,2/21,4/4,Teaching Assistant,10/21,3/7
81,State Providence College,3.2,Masters,Providence,F,0,1,0,2,Junior SWE,8/7,1/18,N/A,N/A,N/A,N/A,N/A,N/A
82,State Providence College,2.1,Masters,New York City,F,1,0,0,0,Lawyer,11/23,2/29,Teaching Assistant,6/3,12/30,Data Scientist,12/24,7/17
83,Providence School,2.0,Bachelors,New York City,F,0,1,0,4,Junior SWE,2/22,8/20,N/A,N/A,N/A,N/A,N/A,N/A
84,Providence University,2.4,Bachelors,New York City,F,N/A,1,0,0,Lawyer,5/1,12/21,Lawyer,1/28,12/2,N/A,N/A,N/A
85,State Providence College,3.7,Masters,Providence,F,N/A,1,0,1,Teaching Assistant,5/13,9/23,Teaching Assistant,6/19,2/8,Data Scientist,4/2,6/30
86,Providence School,2.7,Bachelors,Boston,M,N/A,1,N/A,1,Data Scientist,12/29,8/11,N/A,N/A,N/A,N/A,N/A,N/A
87,Providence School,3.6,Bachelors,San Francisco,M,1,0,0,3,Teaching Assistant,9/20,12/13,Senior SWE,8/12,1/11,Data Scientist,1/15,7/21
88,State Providence College,2.5,Bachelors,Providence,M,0,1,0,0,Teaching Assistant,11/29,5/1,N/A,N/A,N/A,N/A,N/A,N/A
89,Providence School,2.3,Masters,Providence,F,0,1,0,4,Junior SWE,6/20,8/16,Senior SWE,11/3,10/20,N/A,N/A,N/A
90,State Providence College,3.5,Bachelors,Miami,M,0,0,0,0,Lawyer,8/8,12/20,Lawyer,5/25,7/24,N/A,N/A,N/A
91,Providence University,3.1,Bachelors,Boston,F,0,1,0,4,Junior SWE,5/20,5/28,N/A,N/A,N/A,N/A,N/A,N/A
92,Providence School,3.5,Bachelors,New York City,M,1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
93,State Providence College,3.9,Masters,Providence,F,N/A,1,0,1,Data Scientist,8/28,2/15,N/A,N/A,N/A,N/A,N/A,N/A
94,Providence University,3.2,Bachelors,Miami,F,0,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
95,Providence School,4.0,Bachelors,San Francisco,F,0,1,0,0,Teaching Assistant,7/7,6/21,Senior SWE,4/30,8/21,Junior SWE,4/16,9/21
96,Providence University,3.8,Masters,New York City,M,N/A,1,0,1,Junior SWE,6/22,6/15,Data Scientist,4/27,3/6,N/A,N/A,N/A
97,Providence School,3.2,Phd,Miami,M,0,1,0,0,Data Scientist,10/18,5/21,N/A,N/A,N/A,N/A,N/A,N/A
98,Providence School,3.1,Phd,New York City,M,1,1,0,2,Data Scientist,4/13,11/3,Senior SWE,1/22,5/1,N/A,N/A,N/A
99,Providence University,2.6,Masters,New York City,F,1,1,0,0,Data Scientist,4/27,4/26,Data Scientist,4/16,9/12,Teaching Assistant,1/13,2/17
100,Providence University,3.0,Bachelors,Miami,M,N/A,0,0,3,Data Scientist,12/7,3/22,N/A,N/A,N/A,N/A,N/A,N/A
101,Providence University,2.9,Phd,San Francisco,M,0,1,0,3,Senior SWE,12/13,12/18,N/A,N/A,N/A,N/A,N/A,N/A
102,State Providence College,2.0,Bachelors,San Francisco,M,0,0,0,4,Lawyer,12/8,11/6,Senior SWE,8/8,6/25,N/A,N/A,N/A
103,Providence University,3.7,Bachelors,Boston,M,0,1,0,1,Junior SWE,4/20,11/5,Teaching Assistant,10/13,7/6,N/A,N/A,N/A
104,State Providence College,3.3,Bachelors,Boston,M,1,0,0,1,Teaching Assistant,1/2,6/20,N/A,N/A,N/A,N/A,N/A,N/A
105,Providence University,2.0,Masters,Boston,F,0,0,0,1,Teaching Assistant,7/22,1/3,Teaching Assistant,4/16,6/2,N/A,N/A,N/A
106,State Providence College,3.1,Phd,San Francisco,F,1,1,1,0,Senior SWE,3/3,6/19,Junior SWE,5/9,6/2,Junior SWE,11/16,8/29
107,Providence University,3.4,Bachelors,San Francisco,M,0,1,0,1,Data Scientist,10/22,1/21,N/A,N/A,N/A,N/A,N/A,N/A
108,Providence University,2.6,Bachelors,Miami,M,0,0,0,0,Senior SWE,7/31,8/28,Data Scientist,9/13,2/7,N/A,N/A,N/A
109,State Providence College,3.4,Bachelors,San Francisco,F,0,0,0,1,Lawyer,7/4,11/15,Teaching Assistant,11/30,7/21,Senior SWE,4/15,3/11
110,State Providence College,2.9,Phd,New York City,F,1,1,0,0,Senior SWE,10/19,2/23,Lawyer,8/6,11/8,N/A,N/A,N/A
111,Providence University,3.8,Bachelors,Boston,F,0,1,0,1,Lawyer,5/7,3/21,Data Scientist,3/4,7/20,Senior SWE,6/23,12/5
112,Providence University,2.0,Bachelors,Miami,F,0,1,0,0,Lawyer,10/16,1/2,Data Scientist,9/24,8/24,N/A,N/A,N/A
113,Providence University,3.6,Bachelors,New York City,F,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
114,Providence School,2.3,Bachelors,New York City,F,N/A,1,1,3,Data Scientist,3/17,1/31,N/A,N/A,N/A,N/A,N/A,N/A
115,Providence School,2.4,Bachelors,San Francisco,M,0,0,0,1,Senior SWE,4/9,8/11,Senior SWE,4/3,1/15,Teaching Assistant,11/16,12/8
116,Providence School,2.8,Bachelors,Boston,F,1,0,0,2,Teaching Assistant,11/14,1/28,N/A,N/A,N/A,N/A,N/A,N/A
117,Providence School,3.6,Masters,San Francisco,F,0,1,0,0,Lawyer,4/6,7/28,N/A,N/A,N/A,N/A,N/A,N/A
118,Providence School,2.6,Bachelors,New York City,N/A,0,1,0,0,Data Scientist,2/22,4/8,Data Scientist,5/26,8/27,Teaching Assistant,5/20,11/4
119,State Providence College,2.1,Masters,New York City,M,0,1,0,3,Junior SWE,5/28,10/26,Junior SWE,6/20,10/3,Data Scientist,11/26,11/28
120,State Providence College,3.3,Masters,San Francisco,F,0,1,0,0,Teaching Assistant,12/28,2/10,N/A,N/A,N/A,N/A,N/A,N/A
121,Providence University,2.7,Masters,Boston,F,0,1,0,0,Senior SWE,12/17,2/17,Lawyer,8/27,8/16,N/A,N/A,N/A
122,State Providence College,3.6,Bachelors,Providence,F,0,0,0,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
123,Providence University,2.5,Bachelors,San Francisco,M,N/A,1,0,4,Junior SWE,9/22,7/22,Teaching Assistant,11/23,1/10,Teaching Assistant,1/20,4/24
124,Providence School,2.0,Phd,New York City,F,0,1,0,0,Data Scientist,3/30,10/19,Senior SWE,4/12,3/8,N/A,N/A,N/A
125,State Providence College,2.7,Bachelors,San Francisco,F,0,0,0,0,Lawyer,6/5,6/2,N/A,N/A,N/A,N/A,N/A,N/A
126,Providence University,3.4,Bachelors,San Francisco,F,1,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
127,Providence University,4.0,Masters,Miami,M,0,1,N/A,0,Data Scientist,3/24,5/10,Senior SWE,1/12,4/20,Lawyer,11/10,7/31
128,State Providence College,2.7,Phd,San Francisco,M,N/A,1,0,1,Lawyer,12/15,4/4,N/A,N/A,N/A,N/A,N/A,N/A
129,Providence School,2.3,Bachelors,Providence,F,0,0,0,0,Teaching Assistant,12/10,5/25,N/A,N/A,N/A,N/A,N/A,N/A
130,Providence University,2.6,Bachelors,Boston,M,0,1,0,0,Data Scientist,2/5,2/20,Lawyer,5/22,6/10,Junior SWE,11/27,9/11
131,Providence University,3.4,Phd,New York City,F,0,1,N/A,0,Senior SWE,12/12,3/18,N/A,N/A,N/A,N/A,N/A,N/A
132,Providence University,2.9,Masters,Miami,F,0,1,0,0,Teaching Assistant,8/1,3/20,Senior SWE,4/26,2/25,N/A,N/A,N/A
133,Providence School,3.8,Masters,Boston,F,1,1,N/A,3,Teaching Assistant,12/23,3/22,Teaching Assistant,8/20,10/11,Senior SWE,3/2,4/6
134,Providence University,3.4,Bachelors,San Francisco,F,0,1,0,0,Senior SWE,1/26,12/21,Senior SWE,2/16,1/22,N/A,N/A,N/A
135,Providence School,2.5,Bachelors,Boston,F,0,0,N/A,0,Lawyer,11/18,8/30,Data Scientist,6/23,8/27,N/A,N/A,N/A
136,State Providence College,2.4,Bachelors,Miami,F,1,1,0,1,Teaching Assistant,9/2,1/24,N/A,N/A,N/A,N/A,N/A,N/A
137,Providence University,3.5,Masters,San Francisco,F,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
138,Providence University,3.7,Bachelors,Miami,F,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
139,Providence University,2.0,Bachelors,New York City,F,1,1,0,1,Lawyer,11/16,9/5,Data Scientist,8/17,1/16,Lawyer,11/6,1/22
140,State Providence College,2.6,Bachelors,New York City,F,0,0,1,0,Junior SWE,3/1,8/14,N/A,N/A,N/A,N/A,N/A,N/A
141,Providence School,3.4,Bachelors,New York City,F,0,1,0,0,Junior SWE,9/5,2/18,N/A,N/A,N/A,N/A,N/A,N/A
142,Providence School,2.1,Bachelors,Boston,M,0,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
143,Providence University,3.0,Phd,Providence,F,0,1,0,0,Junior SWE,5/23,6/3,Junior SWE,5/23,9/25,Senior SWE,1/24,9/27
144,Providence University,2.6,Phd,Miami,M,0,1,0,2,Junior SWE,10/20,9/16,Junior SWE,9/27,4/13,Senior SWE,7/19,2/21
145,Providence School,3.5,Phd,Miami,F,1,1,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
146,State Providence College,2.7,Masters,Miami,F,1,1,1,1,Senior SWE,9/1,11/7,N/A,N/A,N/A,N/A,N/A,N/A
147,State Providence College,3.8,Bachelors,Providence,N/A,0,1,0,4,Junior SWE,10/2,2/3,Teaching Assistant,6/28,9/7,N/A,N/A,N/A
148,Providence School,2.3,Bachelors,San Francisco,F,1,0,1,0,Data Scientist,1/17,5/26,Data Scientist,1/1,8/13,N/A,N/A,N/A
149,Providence University,2.8,Bachelors,Miami,F,1,1,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
150,State Providence College,3.0,Masters,Providence,M,1,1,0,0,Junior SWE,1/31,2/4,Senior SWE,9/2,4/14,N/A,N/A,N/A
151,Providence University,2.5,Phd,Boston,M,N/A,1,0,0,Teaching Assistant,11/29,8/12,N/A,N/A,N/A,N/A,N/A,N/A
152,Providence University,2.8,Bachelors,San Francisco,M,0,1,0,0,Data Scientist,4/11,9/7,N/A,N/A,N/A,N/A,N/A,N/A
153,Providence School,2.4,Masters,New York City,M,0,1,N/A,3,Junior SWE,1/31,2/19,N/A,N/A,N/A,N/A,N/A,N/A
154,Providence School,2.3,Bachelors,Providence,F,0,1,0,1,Data Scientist,3/3,2/5,Junior SWE,1/5,10/28,Junior SWE,8/20,5/23
155,State Providence College,4.0,Phd,New York City,M,N/A,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
156,Providence School,3.5,Bachelors,Providence,M,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
157,State Providence College,3.1,Bachelors,Providence,F,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
158,Providence University,3.6,Phd,New York City,M,0,1,0,0,Lawyer,9/29,7/28,Lawyer,10/23,6/19,N/A,N/A,N/A
159,Providence School,2.1,Masters,Miami,M,N/A,0,0,0,Junior SWE,5/28,3/26,N/A,N/A,N/A,N/A,N/A,N/A
160,Providence University,2.3,Bachelors,Providence,M,0,1,0,1,Teaching Assistant,3/28,12/10,N/A,N/A,N/A,N/A,N/A,N/A
161,State Providence College,3.4,Masters,San Francisco,F,0,1,0,1,Lawyer,4/23,3/21,Data Scientist,4/28,5/15,Teaching Assistant,6/8,2/6
162,State Providence College,3.9,Bachelors,New York City,M,0,1,0,0,Teaching Assistant,6/30,11/10,Data Scientist,7/30,12/8,Lawyer,10/24,11/21
163,Providence School,3.9,Bachelors,Boston,F,0,1,N/A,1,Lawyer,8/12,5/21,Senior SWE,5/5,10/14,Junior SWE,2/9,7/13
164,Providence University,2.8,Bachelors,Miami,M,0,0,0,0,Teaching Assistant,4/4,9/18,N/A,N/A,N/A,N/A,N/A,N/A
165,State Providence College,2.0,Masters,New York City,M,0,1,0,0,Junior SWE,11/8,6/6,N/A,N/A,N/A,N/A,N/A,N/A
166,State Providence College,3.4,Masters,San Francisco,F,0,1,0,1,Senior SWE,10/5,5/11,N/A,N/A,N/A,N/A,N/A,N/A
167,Providence University,3.0,Phd,Boston,M,0,1,0,0,Junior SWE,11/21,1/11,Teaching Assistant,11/16,1/12,N/A,N/A,N/A
168,State Providence College,3.3,Masters,Miami,M,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
169,State Providence College,2.3,Phd,Miami,F,0,1,0,0,Teaching Assistant,5/10,4/30,Lawyer,11/5,5/15,Teaching Assistant,8/18,2/19
170,Providence School,3.5,Phd,Boston,M,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
171,Providence School,3.7,Bachelors,Boston,M,0,1,0,3,Data Scientist,1/3,12/17,N/A,N/A,N/A,N/A,N/A,N/A
172,Providence School,3.3,Phd,Boston,F,0,1,0,1,Senior SWE,7/20,6/23,N/A,N/A,N/A,N/A,N/A,N/A
173,Providence University,3.9,Bachelors,Providence,F,0,0,1,0,Junior SWE,4/13,6/4,Senior SWE,6/20,11/23,N/A,N/A,N/A
174,State Providence College,3.6,Masters,Providence,F,1,1,0,0,Junior SWE,11/21,9/25,N/A,N/A,N/A,N/A,N/A,N/A
175,Providence School,3.2,Masters,Boston,F,0,1,N/A,2,Teaching Assistant,1/10,8/8,N/A,N/A,N/A,N/A,N/A,N/A
176,State Providence College,3.3,Bachelors,San Francisco,M,1,1,1,0,Data Scientist,4/8,2/14,Data Scientist,4/17,10/14,Junior SWE,3/16,5/12
177,State Providence College,2.0,Bachelors,Boston,M,0,0,0,0,Teaching Assistant,10/9,4/12,Lawyer,5/28,1/5,N/A,N/A,N/A
178,Providence University,2.1,Bachelors,Boston,F,N/A,1,0,0,Lawyer,3/18,7/16,N/A,N/A,N/A,N/A,N/A,N/A
179,State Providence College,2.5,Bachelors,New York City,M,0,1,0,1,Lawyer,10/28,12/2,N/A,N/A,N/A,N/A,N/A,N/A
180,Providence School,2.6,Masters,Providence,M,1,0,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
181,Providence School,2.7,Bachelors,Providence,M,N/A,1,0,0,Teaching Assistant,6/28,4/10,N/A,N/A,N/A,N/A,N/A,N/A
182,Providence University,3.8,Masters,Providence,M,0,1,N/A,4,Teaching Assistant,10/27,4/11,Data Scientist,11/26,9/17,N/A,N/A,N/A
183,Providence School,3.6,Masters,New York City,M,0,1,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
184,State Providence College,3.5,Bachelors,New York City,M,0,1,0,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
185,Providence School,2.1,Bachelors,New York City,M,1,0,0,0,Lawyer,8/23,7/17,N/A,N/A,N/A,N/A,N/A,N/A
186,State Providence College,3.3,Bachelors,New York City,F,0,1,0,0,Junior SWE,11/19,3/29,Teaching Assistant,10/21,8/2,N/A,N/A,N/A
187,State Providence College,3.4,Phd,Boston,M,0,1,0,1,Data Scientist,2/10,8/10,Teaching Assistant,9/13,8/24,N/A,N/A,N/A
188,State Providence College,2.8,Masters,Miami,F,0,1,0,1,Junior SWE,11/7,9/19,Data Scientist,4/27,1/1,Senior SWE,11/3,4/8
189,State Providence College,2.8,Masters,San Francisco,M,0,0,0,1,Lawyer,9/8,5/10,Data Scientist,7/2,9/25,N/A,N/A,N/A
190,Providence University,3.0,Phd,Miami,M,1,1,0,3,Teaching Assistant,3/17,4/24,Teaching Assistant,7/15,12/9,N/A,N/A,N/A
